所管,組織,,,,,,,,                             項目,,"平成28年度
成立予算額(千円)",補正要求,,,"改平成28年度
予算額(千円)"
,,,65,061,2,12,9,06,,諸謝金外6目,"1,068,957",0,0,0,"1,068,957"
,,026,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構運営費,,"1,678,322",0,0,0,"1,678,322"
,,027,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構施設整備費,,"92,791",0,0,0,"92,791"
,,028,,,,,,,農業・食品産業強化対策費,,"20,784,773","11,300,000",0,"11,300,000","32,084,773"
,,,65,061,1,82,5,16,,農業・食品産業強化対策整備交付金,"20,784,773","11,300,000",0,"11,300,000","32,084,773"
,,029,,,,,,,農林水産業ロボット技術活用推進費,,"90,380",0,0,0,"90,380"
,,030,,,,,,,農林水産業気候変動・生物多様性保全等対策費,,"102,928",0,0,0,"102,928"
,,031,,,,,,,環境保全型農業生産対策費,,"2,548,522",0,0,0,"2,548,522"
,,032,,,,,,,農村地域資源維持・継承等対策費,,"74,772,319",0,0,0,"74,772,319"
,,033,,,,,,,農山漁村6次産業化対策費,,"4,184,232","50,000",0,"50,000","4,234,232"
,,,65,061,2,40,5,16,,農山漁村6次産業化対策事業費補助金,"1,292,816","50,000",0,"50,000","1,342,816"
,,,65,061,2,12,9,06,,諸謝金外8目,"2,891,416",0,0,0,"2,891,416"
,,034,,,,,,,都市農村交流等対策費,,"234,234","250,000",0,"250,000","484,234"
,,,95,061,2,81,5,16,,訪日外国人旅行者受入促進事業費補助金,0,"75,000",0,"75,000","75,000"
,,,95,061,1,82,5,16,,訪日外国人旅行者受入促進整備費補助金,0,"175,000",0,"175,000","175,000"
,,,95,061,2,12,9,06,,諸謝金外6目,"234,234",0,0,0,"234,234"
,,035,,,,,,,農山漁村活性化対策費,,"17,500,000","900,000",0,"900,000","18,400,000"
,,,95,061,1,82,5,16,,農山漁村活性化対策整備交付金,"9,784,700",0,0,0,"9,784,700"
,,,95,061,2,85,5,16,,農山漁村活性化対策推進交付金,"7,715,300","900,000",0,"900,000","8,615,300"
,,036,,,,,,,農山漁村地域整備事業費,,"87,320,000",0,0,0,"87,320,000"
,,037,,,,,,,農林水産統計調査費,,"3,802,357",0,0,0,"3,802,357"
,,038,,,,,,,風水害等対策費,,"25,000","279,666",0,"279,666","304,666"
,,,95,061,2,82,5,16,,農林水産業共同利用施設災害復旧事業費補助金,"25,000","279,666",0,"279,666","304,666"
,,039,,,,,,,受託工事等実施費,,"2,182,971",0,0,0,"2,182,971"
,,040,,,,,,,海岸事業調査諸費,,"3,686",0,0,0,"3,686"
,,041,,,,,,,農業生産基盤整備事業調査諸費,,"1,150,766",0,0,0,"1,150,766"
,,042,,,,,,,農業施設災害復旧事業費,,"7,977,878","41,075,303",0,"41,075,303","49,053,181"
,,,49,053,1,20,4,00,,海岸保全施設災害復旧費,0,"89,303",0,"89,303","89,303"
,,,49,053,1,82,5,00,,農業用施設災害復旧事業費補助,"5,193,000","25,608,000",0,"25,608,000","30,801,000"
,,,49,053,1,82,5,00,,農地災害復旧事業費補助,"2,478,000","14,663,000",0,"14,663,000","17,141,000"
,,,49,053,1,82,5,00,,海岸保全施設等災害復旧事業費補助,"145,000","715,000",0,"715,000","860,000"
,,,49,053,1,20,4,00,,農業用施設災害復旧費外1目,"161,878",0,0,0,"161,878"
,,043,,,,,,,農業施設災害関連事業費,,"181,584","475,000",0,"475,000","656,584"
,,,49,053,1,82,5,00,,農業用施設等災害関連事業費補助,"159,000","475,000",0,"475,000","634,000"
,,,49,053,1,20,4,00,,地すべり対策災害関連緊急事業費外1目,"22,584",0,0,0,"22,584"
,農林水産本省検査指導機関,,,,,,,,,,"15,444,599","31,064",0,"31,064","15,475,663"
,,051,,,,,,,農林水産本省検査指導所,,"15,020,277","31,064",0,"31,064","15,051,341"
,,,65,061,2,12,3,09,,検査検疫庁費,"2,086,928","31,064",0,"31,064","2,117,992"
,,,65,061,2,12,9,06,,諸謝金外15目,"12,933,349",0,0,0,"12,933,349"
,,052,,,,,,,農林水産本省検査指導所施設費,,"424,322",0,0,0,"424,322"
,農林水産技術会議,,,,,,,,,,"67,518,955","11,600,000",0,"11,600,000","79,118,955"
,,061,,,,,,,農林水産技術会議共通費,,"2,368,165",0,0,0,"2,368,165"
,,062,,,,,,,農林水産技術会議施設費,,"185,210",0,0,0,"185,210"
,,063,,,,,,,農林水産業研究開発・技術移転推進費,,"9,077,157","250,000",0,"250,000","9,327,157"
,,,13,061,2,12,5,14,,試験研究調査委託費,"7,374,553","50,000",0,"50,000","7,424,553"
,,,13,061,2,40,5,16,,農林水産試験研究費補助金,0,"200,000",0,"200,000","200,000"
,,,13,061,2,12,9,06,,諸謝金外9目,"1,702,604",0,0,0,"1,702,604"
,,064,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構運営費,,"51,542,338","11,350,000",0,"11,350,000","62,892,338"
,,,13,061,2,30,5,16,,国立研究開発法人農業・食品産業技術総合研究機構農業技術研究業務勘定運営費交付金,"49,494,574","1,680,000",0,"1,680,000","51,174,574"
,,,13,061,2,30,5,16,,国立研究開発法人農業・食品産業技術総合研究機構基礎的研究業務勘定運営費交付金,"2,047,764","9,670,000",0,"9,670,000","11,717,764"
,,065,,,,,,,国立研究開発法人農業・食品産業技術総合研究機構施設整備費,,"745,503",0,0,0,"745,503"
,,066,,,,,,,国立研究開発法人国際農林水産業研究センター運営費,,"3,545,750",0,0,0,"3,545,750"
,,067,,,,,,,国立研究開発法人国際農林水産業研究センター施設整備費,,"54,832",0,0,0,"54,832"
,地方農政局,,,,,,,,,,"85,198,247","1,697",0,"1,697","85,199,944"
,,081,,,,,,,地方農政局,,"65,590,229",0,0,0,"65,590,229"
,,082,,,,,,,地方農政局施設費,,"391,188",0,0,0,"391,188"
,,083,,,,,,,海岸事業工事諸費,,"322,655",0,0,0,"322,655"
,,084,,,,,,,農業生産基盤整備事業工事諸費,,"18,892,085",0,0,0,"18,892,085"
,,085,,,,,,,農業施設災害復旧事業等工事諸費,,"2,090","1,697",0,"1,697","3,787"
,,,49,053,1,20,1,04,,超過勤務手当,739,600,0,600,"1,339"
,,,49,053,1,20,2,08,,日額旅費,126,102,0,102,228
,,,49,053,1,20,3,09,,工事雑費,"1,225",995,0,995,"2,220"
,林野庁,,,,,,,,,,"279,142,729","98,641,000",0,"98,641,000","377,783,729"
,,101,,,,,,,林野庁共通費,,"33,232,939",0,0,0,"33,232,939"
,,102,,,,,,,林野庁施設費,,"1,125,000",0,0,0,"1,125,000"
,,103,,,,,,,国立研究開発法人森林総合研究所運営費,,"10,185,296",0,0,0,"10,185,296"
,,104,,,,,,,国立研究開発法人森林総合研究所施設整備費,,"215,254","1,050,000",0,"1,050,000","1,265,254"
,,,13,061,1,30,5,16,,国立研究開発法人森林総合研究所施設整備費補助金,"215,254","1,050,000",0,"1,050,000","1,265,254"
,,105,,,,,,,森林整備・保全費,,"7,360,245","100,000",0,"100,000","7,460,245"
,,,95,061,2,12,3,09,,国有林野森林整備・保全管理費,"1,204,444","70,000",0,"70,000","1,274,444"
,,,95,061,2,12,5,14,,森林整備・保全調査等委託費,"47,917","22,000",0,"22,000","69,917"
,,,95,061,2,85,5,16,,森林整備・保全地方公共団体事業費補助金,"120,010","8,000",0,"8,000","128,010"
,,,95,061,2,12,9,06,,諸謝金外27目,"5,987,874",0,0,0,"5,987,874"
,,106,,,,,,,国有林野産物等売払及管理処分業務費,,"18,687,846",0,0,0,"18,687,846"
,,107,,,,,,,治山事業費,,"46,981,022","9,043,000",0,"9,043,000","56,024,022"
,,,41,051,1,20,4,00,,治山事業費,"11,065,061","1,154,000",0,"1,154,000","12,219,061"
,,,41,051,1,20,4,00,,国有林野内治山事業費,"12,949,051","3,249,000",0,"3,249,000","16,198,051"
,,,41,051,1,82,5,00,,治山事業費補助,"21,012,796","4,640,000",0,"4,640,000","25,652,796"
,,,41,051,1,20,4,00,,営繕宿舎費外2目,"1,954,114",0,0,0,"1,954,114"
,,108,,,,,,,森林整備事業費,,"104,850,599","28,352,000",0,"28,352,000","133,202,599"
,,,46,052,1,20,4,00,,森林環境保全整備事業費,"57,324,165","9,991,000",0,"9,991,000","67,315,165"
,,,46,052,1,82,5,00,,森林環境保全整備事業費補助,"21,651,000","13,860,000",0,"13,860,000","35,511,000"
,,,46,052,1,30,5,00,,水源林造成事業費補助,"14,070,000","4,501,000",0,"4,501,000","18,571,000"
,,,46,052,1,20,4,00,,森林居住環境整備事業費外4目,"11,805,434",0,0,0,"11,805,434"
,,109,,,,,,,借入金利子国有林野事業債務管理特別会計へ繰入,,"6,022,464",0,0,0,"6,022,464"
,,110,,,,,,,国有林野事業収入財源借入金債務処理費国有林野事業債務管理特別会計へ繰入,,"11,609,469",0,0,0,"11,609,469"
,,111,,,,,,,林業振興対策費,,"6,646,378",0,0,0,"6,646,378"
,,112,,,,,,,林産物供給等振興対策費,,"2,088,205","1,650,000",0,"1,650,000","3,738,205"
,,,95,061,2,12,5,14,,林産物供給等振興調査等委託費,"282,121","250,000",0,"250,000","532,121"
,,,95,061,2,40,5,16,,林産物供給等振興事業費補助金,"1,482,501","1,400,000",0,"1,400,000","2,882,501"
,,,95,061,2,12,9,06,,諸謝金外4目,"323,583",0,0,0,"323,583"
,,113,,,,,,,森林整備・林業等振興対策費,,"6,140,633","33,160,000",0,"33,160,000","39,300,633"
,,,95,061,1,82,5,16,,森林整備・林業等振興整備交付金,"5,882,840","33,160,000",0,"33,160,000","39,042,840"
,,,95,061,2,81,5,16,,森林整備・林業等振興推進交付金,"257,793",0,0,0,"257,793"
,,114,,,,,,,治山事業工事諸費,,"5,696,978",0,0,0,"5,696,978"
,,115,,,,,,,森林整備事業工事諸費,,"8,326,401",0,0,0,"8,326,401"
,,116,,,,,,,山林施設災害復旧事業費,,"5,496,353","9,243,000",0,"9,243,000","14,739,353"
,,,49,053,1,20,4,00,,治山施設災害復旧費,"755,110","1,534,000",0,"1,534,000","2,289,110"
,,,49,053,1,20,4,00,,林道施設等災害復旧事業費,"1,508,243","468,000",0,"468,000","1,976,243"
,,,49,053,1,82,5,00,,林道施設災害復旧事業費補助,"2,432,000","7,143,000",0,"7,143,000","9,575,000"
,,,49,053,1,82,5,00,,治山施設災害復旧事業費補助,"801,000","98,000",0,"98,000","899,000"
,,117,,,,,,,山林施設災害関連事業費,,"4,416,866","16,043,000",0,"16,043,000","20,459,866"
,,,49,053,1,20,4,00,,治山等災害関連緊急事業費,"2,373,903","312,000",0,"312,000","2,685,903"
,,,49,053,1,82,5,00,,林地崩壊対策事業費補助,"22,000","49,000",0,"49,000","71,000"
,,,49,053,1,82,5,00,,災害関連緊急治山等事業費補助,"1,859,000","15,682,000",0,"15,682,000","17,541,000"
,,,49,053,1,20,4,00,,森林災害復旧造林事業費外4目,"161,963",0,0,0,"161,963"
,,118,,,,,,,山林施設災害復旧事業等工事諸費,,"60,781",0,0,0,"60,781"
,水産庁,,,,,,,,,,"139,418,561","50,484,744",0,"50,484,744","189,903,305"
,,131,,,,,,,水産庁共通費,,"7,664,146",0,0,0,"7,664,146"
,,132,,,,,,,水産庁施設費,,"24,981",0,0,0,"24,981"
,,133,,,,,,,食料安全保障確立対策費,,"534,982",0,0,0,"534,982"
,,134,,,,,,,国立研究開発法人水産研究・教育機構運営費,,"17,167,209",0,0,0,"17,167,209"
,,135,,,,,,,国立研究開発法人水産研究・教育機構施設整備費,,"410,824",0,0,0,"410,824"
,,136,,,,,,,国立研究開発法人水産研究・教育機構船舶建造費,,"1,933,065",0,0,0,"1,933,065"
,,137,,,,,,,水産資源回復対策費,,"25,335,854",0,0,0,"25,335,854"
,,138,,,,,,,船舶建造費,,"323,009",0,0,0,"323,009"
,,139,,,,,,,漁業経営安定対策費,,"26,635,966","32,902,299",0,"32,902,299","59,538,265"
,,,65,061,2,71,5,16,,漁業経営安定対策事業費補助金,"24,759,795","26,802,299",0,"26,802,299","51,562,094"
,,,65,061,1,82,5,16,,漁業経営安定対策地方公共団体整備費補助金,0,"6,100,000",0,"6,100,000","6,100,000"
,,,65,061,2,12,9,06,,諸謝金外12目,"1,876,171",0,0,0,"1,876,171"
,,140,,,,,,,保険料国庫負担金等食料安定供給特別会計へ繰入,,"16,923,239",0,0,0,"16,923,239"
,,141,,,,,,,漁村振興対策費,,"5,520,838","2,500,000",0,"2,500,000","8,020,838"
,,,65,061,1,92,5,16,,水産物加工・流通等対策整備費補助金,0,"2,000,000",0,"2,000,000","2,000,000"
,,,65,061,1,82,5,16,,水産物加工・流通等対策地方公共団体整備費補助金,0,"500,000",0,"500,000","500,000"
,,,65,061,2,12,9,06,,諸謝金外9目,"5,520,838",0,0,0,"5,520,838"
,,142,,,,,,,海岸事業費,,"698,829","50,000",0,"50,000","748,829"
,,,41,051,1,82,5,00,,海岸保全施設整備事業費補助,"599,629","50,000",0,"50,000","649,629"
,,,41,051,1,20,4,00,,海岸事業調査費外1目,"99,200",0,0,0,"99,200"
,,143,,,,,,,水産基盤整備費,,"30,974,762","10,267,000",0,"10,267,000","41,241,762"
,,,46,052,1,20,4,00,,特定漁港漁場整備費,"2,644,762","300,000",0,"300,000","2,944,762"
,,,46,052,1,82,5,00,,水産物供給基盤整備事業費補助,"18,488,000","8,010,000",0,"8,010,000","26,498,000"
,,,46,052,1,82,5,00,,水産資源環境整備事業費補助,"7,348,000","1,957,000",0,"1,957,000","9,305,000"
,,,46,052,1,20,4,00,,水産基盤整備調査費外2目,"2,494,000",0,0,0,"2,494,000"
,,144,,,,,,,水産業強化対策費,,"4,100,000","299,445",0,"299,445","4,399,445"
,,,65,061,1,82,5,16,,水産業強化対策整備交付金,"4,016,590","261,500",0,"261,500","4,278,090"
,,,65,061,2,81,5,16,,水産業強化対策推進交付金,"83,410","37,945",0,"37,945","121,355"
,,145,,,,,,,海岸事業調査諸費,,"5,171",0,0,0,"5,171"
,,146,,,,,,,水産基盤整備事業工事諸費,,"55,238",0,0,0,"55,238"
,,147,,,,,,,漁港施設災害復旧事業費,,"1,098,448","4,421,000",0,"4,421,000","5,519,448"
,,,49,053,1,20,4,00,,漁港災害復旧費,"133,448",0,0,0,"133,448"
,,,49,053,1,82,5,00,,漁港施設災害復旧事業費補助,"965,000","4,421,000",0,"4,421,000","5,386,000"
,,148,,,,,,,漁港施設災害関連事業費,,"12,000","45,000",0,"45,000","57,000"
,,,49,053,1,82,5,00,,漁港施設災害関連事業費補助,"11,000","45,000",0,"45,000","56,000"
,,,49,053,1,82,5,00,,後進地域特例法適用団体補助率差額,"1,000",0,0,0,"1,000"
経済産業省,経済産業本省,,,,,,,,,,"216,483,441","135,940,086",0,"135,940,086","352,423,527"
,,001,,,,,,,経済産業本省共通費,,"45,291,998","99,740",0,"99,740","45,391,738"
,,,95,016,2,12,5,14,,電力取引監視等業務委託費,0,"99,740",0,"99,740","99,740"
,,,95,016,2,12,9,06,,諸謝金外35目,"45,291,998",0,0,0,"45,291,998"
,,002,,,,,,,経済産業本省施設費,,"1,217,931",0,0,0,"1,217,931"
,,003,,,,,,,産業・事業新陳代謝促進費,,"703,318","39,933",0,"39,933","743,251"
,,,60,062,2,40,5,16,,女性活躍推進基盤整備事業費補助金,"20,002","39,933",0,"39,933","59,935"
,,,60,062,2,12,5,14,,女性活躍推進基盤整備事業委託費外2目,"683,316",0,0,0,"683,316"
,,004,,,,,,,独立行政法人経済産業研究所運営費,,"1,437,516",0,0,0,"1,437,516"
,,005,,,,,,,技術革新促進・環境整備費,,"996,313","16,099,707",0,"16,099,707","17,096,020"
,,,13,062,2,40,5,16,,産業技術実用化開発事業費補助金,0,"16,099,707",0,"16,099,707","16,099,707"
,,,13,062,2,12,9,06,,諸謝金外7目,"996,313",0,0,0,"996,313"
,,006,,,,,,,登録免許税納付確認等事務費特許特別会計へ繰入,,"17,704",0,0,0,"17,704"
,,007,,,,,,,国立研究開発法人産業技術総合研究所運営費,,"62,847,560","2,499,948",0,"2,499,948","65,347,508"
,,,13,062,2,30,5,16,,国立研究開発法人産業技術総合研究所運営費交付金,"62,847,560","2,499,948",0,"2,499,948","65,347,508"
,,029,,,,,,,国立研究開発法人産業技術総合研究所施設整備費,,0,"24,998,295",0,"24,998,295","24,998,295"
,,,13,062,1,30,5,16,,国立研究開発法人産業技術総合研究所施設整備費補助金,0,"24,998,295",0,"24,998,295","24,998,295"
,,008,,,,,,,国立研究開発法人新エネルギー・産業技術総合開発機構運営費,,"7,893,451","1,499,616",0,"1,499,616","9,393,067"
,,,13,062,2,30,5,16,,国立研究開発法人新エネルギー・産業技術総合開発機構一般勘定運営費交付金,"7,893,451","1,499,616",0,"1,499,616","9,393,067"
,,009,,,,,,,基準認証政策推進費,,"2,952,937",0,0,0,"2,952,937"
,,010,,,,,,,独立行政法人製品評価技術基盤機構運営費,,"7,030,404",0,0,0,"7,030,404"
,,030,,,,,,,独立行政法人製品評価技術基盤機構施設整備費,,0,"999,985",0,"999,985","999,985"
,,,95,062,1,30,5,16,,独立行政法人製品評価技術基盤機構施設整備費補助金,0,"999,985",0,"999,985","999,985"
,,011,,,,,,,経済産業統計調査費,,"1,321,815",0,0,0,"1,321,815"
,,012,,,,,,,ものづくり産業振興費,,"24,979,979","5,694,585",0,"5,694,585","30,674,564"
,,,13,062,2,40,5,16,,産業技術実用化開発事業費補助金,"550,000","2,300,062",0,"2,300,062","2,850,062"
,,,60,062,2,40,5,16,,中小企業経営支援等対策費補助金,"3,360,000","1,396,247",0,"1,396,247","4,756,247"
,,,95,062,1,82,5,16,,災害対応ロボット等実証施設整備費補助金,0,"1,998,276",0,"1,998,276","1,998,276"
,,,60,062,2,12,9,06,,ものづくり産業等業務諸謝金外16目,"21,069,979",0,0,0,"21,069,979"
,,013,,,,,,,サービス産業強化費,,"910,459",0,0,0,"910,459"
,,014,,,,,,,情報技術利活用促進・セキュリティ対策推進費,,"8,883,398","800,943",0,"800,943","9,684,341"
,,,60,062,2,20,5,14,,中小企業戦略的情報化等委託費,"1,069,951","800,943",0,"800,943","1,870,894"
,,,60,062,2,12,9,06,,情報業務諸謝金外8目,"7,813,447",0,0,0,"7,813,447"
,,015,,,,,,,独立行政法人情報処理推進機構運営費,,"4,252,655","2,994,647",0,"2,994,647","7,247,302"
,,,13,062,2,30,5,16,,独立行政法人情報処理推進機構一般勘定運営費交付金,"4,252,655","2,994,647",0,"2,994,647","7,247,302"
,,016,,,,,,,国際交渉・連携推進費,,"3,260,077","7,298,508",0,"7,298,508","10,558,585"
,,,95,062,2,12,5,14,,新興国市場開拓等事業委託費,"399,052","798,698",0,"798,698","1,197,750"
,,,95,062,2,40,5,16,,新興国市場開拓等事業費補助金,"399,052","999,810",0,"999,810","1,398,862"
,,,95,062,2,72,5,16,,東アジア経済統合研究協力拠出金,"900,000","1,000,000",0,"1,000,000","1,900,000"
,,,95,062,2,72,5,16,,日アセアン経済産業協力拠出金,0,"2,000,000",0,"2,000,000","2,000,000"
,,,95,062,2,72,5,16,,国際連合工業開発機関拠出金,0,"1,500,000",0,"1,500,000","1,500,000"
,,,95,062,2,72,5,16,,アジア生産性機構拠出金,0,"1,000,000",0,"1,000,000","1,000,000"
,,,95,062,2,12,9,06,,諸謝金外11目,"1,561,973",0,0,0,"1,561,973"
,,017,,,,,,,独立行政法人日本貿易振興機構運営費,,"23,861,023","4,314,489",0,"4,314,489","28,175,512"
,,,95,062,2,30,5,16,,政府開発援助独立行政法人日本貿易振興機構運営費交付金,"7,233,189","260,746",0,"260,746","7,493,935"
,,,95,062,2,30,5,16,,独立行政法人日本貿易振興機構運営費交付金,"16,627,834","4,053,743",0,"4,053,743","20,681,577"
,,018,,,,,,,海外市場開拓支援費,,"5,479,126",0,0,0,"5,479,126"
,,019,,,,,,,貿易投資促進費,,"848,019",0,0,0,"848,019"
,,020,,,,,,,再保険費貿易再保険特別会計へ繰入,,"1,600,000",0,0,0,"1,600,000"
,,031,,,,,,,独立行政法人日本貿易保険出資,,0,"65,000,000",0,"65,000,000","65,000,000"
,,,95,062,1,95,9,24,,独立行政法人日本貿易保険出資金,0,"65,000,000",0,"65,000,000","65,000,000"
,,021,,,,,,,貿易管理費,,"544,310",0,0,0,"544,310"
,,022,,,,,,,地域経済活性化対策費,,"2,818,466","1,000,000",0,"1,000,000","3,818,466"
,,,60,062,2,40,5,16,,地域新成長産業創出促進事業費補助金,0,"1,000,000",0,"1,000,000","1,000,000"
,,,60,062,2,12,9,06,,諸謝金外12目,"2,818,466",0,0,0,"2,818,466"
,,023,,,,,,,工業用水道事業費,,"2,254,000","1,200,000",0,"1,200,000","3,454,000"
,,,45,052,1,92,5,00,,工業用水道事業費補助,"2,254,000","1,200,000",0,"1,200,000","3,454,000"
,,024,,,,,,,環境政策推進費,,"765,858",0,0,0,"765,858"
,,025,,,,,,,産業保安費,,"3,071,998","199,696",0,"199,696","3,271,694"
,,,95,062,2,82,5,16,,休廃止鉱山鉱害防止等工事費補助金,"2,049,807","199,696",0,"199,696","2,249,503"
,,,95,062,2,12,2,08,,検査旅費外4目,"1,022,191",0,0,0,"1,022,191"
,,026,,,,,,,消費者行政推進費,,"505,643","1,199,994",0,"1,199,994","1,705,637"
,,,60,062,2,12,5,14,,中小企業消費者行政推進調査等委託費,"489,999","204,348",0,"204,348","694,347"
,,,95,062,2,40,5,16,,消費者行政推進事業費補助金,0,"995,646",0,"995,646","995,646"
,,,95,062,2,12,3,09,,情報処理業務庁費外1目,"15,644",0,0,0,"15,644"
,,027,,,,,,,化学物質管理推進費,,"737,483",0,0,0,"737,483"
,資源エネルギー庁,,,,,,,,,,"610,505,261","43,091,770",0,"43,091,770","653,597,031"
,,081,,,,,,,資源エネルギー庁共通費,,"4,419,720",0,0,0,"4,419,720"
,,082,,,,,,,鉱物資源安定供給確保費,,"826,066","6,798,300",0,"6,798,300","7,624,366"
,,,95,062,2,86,5,16,,旧鉱物採掘区域防災対策費補助金,0,"6,798,300",0,"6,798,300","6,798,300"
,,,95,062,2,12,5,14,,希少金属資源開発推進基盤整備委託費外2目,"826,066",0,0,0,"826,066"
,,083,,,,,,,独立行政法人石油天然ガス・金属鉱物資源機構運営費,,"3,706,475",0,0,0,"3,706,475"
,,084,,,,,,,石油石炭税財源燃料安定供給対策及エネルギー需給構造高度化対策費エネルギー対策特別会計へ繰入,,"459,900,000","36,293,470",0,"36,293,470","496,193,470"
,,,63,062,2,30,6,22,,石油石炭税財源のエネルギー対策特別会計へ繰入,"459,900,000","36,293,470",0,"36,293,470","496,193,470"
,,085,,,,,,,電源開発促進税財源電源立地対策及電源利用対策費エネルギー対策特別会計へ繰入,,"136,149,501",0,0,0,"136,149,501"
,,086,,,,,,,電源立地対策費エネルギー対策特別会計へ繰入,,"5,503,499",0,0,0,"5,503,499"
,中小企業庁,,,,,,,,,,"94,322,102","197,485,120",0,"197,485,120","291,807,222"
,,101,,,,,,,中小企業庁共通費,,"2,315,153",0,0,0,"2,315,153"
,,102,,,,,,,経営革新・創業促進費,,"42,957,437","107,136,622",0,"107,136,622","150,094,059"
,,,60,062,2,12,5,14,,中小企業経営支援等対策委託費,"14,779,912","2,295,590",0,"2,295,590","17,075,502"
,,,60,062,2,40,5,16,,中小企業経営支援等対策費補助金,"22,680,811","104,841,032",0,"104,841,032","127,521,843"
,,,60,062,2,12,9,06,,諸謝金外4目,"5,496,714",0,0,0,"5,496,714"
,,103,,,,,,,独立行政法人中小企業基盤整備機構運営費,,"18,420,232",0,0,0,"18,420,232"
,,104,,,,,,,中小企業事業環境整備費,,"26,205,269","89,899,182",0,"89,899,182","116,104,451"
,,,60,062,2,40,5,16,,中小企業海外展開等支援事業費補助金,"1,934,060","5,999,182",0,"5,999,182","7,933,242"
,,,60,062,2,92,5,16,,経営安定関連保証等基金補助金,"6,200,000","1,500,000",0,"1,500,000","7,700,000"
,,,60,062,1,86,5,16,,中小企業組合等共同施設等災害復旧費補助金,0,"40,000,000",0,"40,000,000","40,000,000"
,,,60,062,1,95,9,24,,株式会社日本政策金融公庫出資金,"200,000","42,400,000",0,"42,400,000","42,600,000"
,,,60,062,2,12,3,09,,情報処理業務庁費外4目,"17,871,209",0,0,0,"17,871,209"
,,105,,,,,,,経営安定・取引適正化費,,"4,424,011","449,316",0,"449,316","4,873,327"
,,,60,062,2,12,5,14,,経営安定等対策委託費,"647,198","449,316",0,"449,316","1,096,514"
,,,60,062,2,12,2,08,,消費税転嫁等対策職員旅費外7目,"3,776,813",0,0,0,"3,776,813"
国土交通省,国土交通本省,,,,,,,,,,"5,309,265,376","1,185,131,472",0,"1,185,131,472","6,494,396,848"
,,001,,,,,,,国土交通本省共通費,,"126,451,324",0,0,0,"126,451,324"
,,002,,,,,,,国土交通本省施設費,,"51,365",0,0,0,"51,365"
,,003,,,,,,,住宅対策事業費,,"1,800,000","9,750,000",0,"9,750,000","11,550,000"
,,,44,084,1,86,5,00,,公営住宅整備費等補助,"1,800,000","9,750,000",0,"9,750,000","11,550,000"
,,004,,,,,,,住宅対策諸費,,"38,233,670",0,0,0,"38,233,670"
,,005,,,,,,,住宅市場整備推進費,,"5,778,221","31,550,000",0,"31,550,000","37,328,221"
,,,95,016,2,40,5,16,,住宅市場整備推進等事業費補助金,"5,490,574","50,000",0,"50,000","5,540,574"
,,,95,016,2,40,5,16,,住宅市場安定化対策費補助金,0,"31,500,000",0,"31,500,000","31,500,000"
,,,95,016,2,12,9,06,,諸謝金外11目,"287,647",0,0,0,"287,647"
,,006,,,,,,,総合的バリアフリー推進費,,"40,386",0,0,0,"40,386"
,,008,,,,,,,海洋環境対策費,,"158,051",0,0,0,"158,051"
,,351,,,,,,,港湾環境整備事業費,,"3,351,979","2,664,000",0,"2,664,000","6,015,979"
,,,43,052,1,82,5,00,,港湾廃棄物処理施設整備事業費補助,"2,700,529","2,664,000",0,"2,664,000","5,364,529"
,,,43,052,1,82,5,00,,港湾環境整備事業費補助外1目,"651,450",0,0,0,"651,450"
,,010,,,,,,,道路環境等対策費,,"869,289","400,279",0,"400,279","1,269,568"
,,,95,016,2,12,3,09,,道路環境等対策調査費,"103,020","41,179",0,"41,179","144,199"
,,,95,063,2,40,5,16,,低公害車普及促進等対策費補助金,"764,874","359,100",0,"359,100","1,123,974"
,,,95,016,2,12,9,06,,諸謝金外2目,"1,395",0,0,0,"1,395"
,,352,,,,,,,道路環境改善事業費,,"133,455,000","2,544,000",0,"2,544,000","135,999,000"
,,,44,052,1,20,4,00,,無電柱化推進事業費,"28,196,000","2,544,000",0,"2,544,000","30,740,000"
,,,44,052,1,20,4,00,,沿道環境改善事業費外1目,"105,259,000",0,0,0,"105,259,000"
,,011,,,,,,,水資源対策費,,"170,171",0,0,0,"170,171"
,,012,,,,,,,水資源開発事業費,,"11,596,584","120,000",0,"120,000","11,716,584"
,,,46,052,1,30,5,00,,農業生産基盤整備事業費補助,"7,006,000","120,000",0,"120,000","7,126,000"
,,,41,051,1,20,4,00,,水資源開発事業調査費外2目,"4,590,584",0,0,0,"4,590,584"
,,013,,,,,,,緑地環境対策費,,"156,000",0,0,0,"156,000"
,,014,,,,,,,国営公園等事業費,,"19,204,683","3,769,000",0,"3,769,000","22,973,683"
,,,45,052,1,20,4,00,,国営公園整備費,"7,459,837","1,434,000",0,"1,434,000","8,893,837"
,,,45,052,1,20,4,00,,国営公園維持管理費,"11,550,879","2,335,000",0,"2,335,000","13,885,879"
,,,45,052,1,20,4,00,,営繕宿舎費外1目,"193,967",0,0,0,"193,967"
,,015,,,,,,,水環境対策費,,"133,500",0,0,0,"133,500"
,,016,,,,,,,都市水環境整備事業費,,"20,984,516","2,105,000",0,"2,105,000","23,089,516"
,,,44,051,1,20,4,00,,総合水系環境整備事業費,"8,008,000","2,105,000",0,"2,105,000","10,113,000"
